Country,Year,Quarter,Day,Month Name,Product,Segment,Sales,Avg Sale per Unit,COGS,Discounts,Gross Sales,Manufacturing Price,Month Number,Profit,Profit Margin %,Sale Price,Total COGS,Units Sold,Discount Band,Profit Check,Performance,Profit Class,Profit Bin,Profitable,Revenue Category,Sales Category,Segment Code,Revenue Flag
Canada,2013,Qtr 4,1,October,Paseo,Channel Partners,25932.72,11.28,6897.0,1655.28,27588.0,10,10,19035.72,73.4,12,6897.0,2299,Medium,19035.72,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2013,Qtr 4,1,October,Paseo,Government,434701.0,166.1066,333170.0,22879.0,457580.0,20,20,101531.0,23.36,370,333170.0,2617,Medium,101531.0,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2013,Qtr 4,1,October,Paseo,Midmarket,22484.7,12.9,17430.0,3660.3,26145.0,10,10,5054.7,22.48,15,17430.0,1743,High,5054.700000000001,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2013,Qtr 4,1,October,Velo,Enterprise,43125.0,125.0,41400.0,0.0,43125.0,120,10,1725.0,4.0,125,41400.0,345,,1725.0,Low,High,Low,Yes,Low,Low,ENT,Normal
Canada,2013,Qtr 4,1,October,Velo,Small Business,69402.0,258.0,67250.0,11298.0,80700.0,120,10,2152.0,3.1,300,67250.0,269,High,2152.0,Low,High,Low,Yes,Medium,Medium,SMB,Normal
Canada,2013,Qtr 4,1,October,VTT,Government,26391.0,19.0,13890.0,1389.0,27780.0,250,10,12501.0,47.37,20,13890.0,1389,Medium,12501.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2013,Qtr 4,1,October,VTT,Small Business,69402.0,258.0,67250.0,11298.0,80700.0,250,10,2152.0,3.1,300,67250.0,269,High,2152.0,Low,High,Low,Yes,Medium,Medium,SMB,Normal
Canada,2013,Qtr 4,1,November,Carretera,Midmarket,20826.0,13.35,15600.0,2574.0,23400.0,3,11,5226.0,25.09,15,15600.0,1560,High,5226.0,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2013,Qtr 4,1,November,Paseo,Channel Partners,22931.04,10.32,6666.0,3732.96,26664.0,10,11,16265.04,70.93,12,6666.0,2222,High,16265.04,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2013,Qtr 4,1,November,Paseo,Government,603750.0,350.0,448500.0,0.0,603750.0,10,11,155250.0,25.71,350,448500.0,1725,,155250.0,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2013,Qtr 4,1,November,Paseo,Small Business,391716.0,279.0,351000.0,29484.0,421200.0,10,11,40716.0,10.39,300,351000.0,1404,Medium,40716.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2013,Qtr 4,1,November,Velo,Government,14497.56,6.93,10460.0,146.44,14644.0,120,11,4037.56,27.85,7,10460.0,2092,Low,4037.56,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2013,Qtr 4,1,November,VTT,Enterprise,313862.5,106.25,354480.0,55387.5,369250.0,250,11,-40617.5,-12.94,125,354480.0,2954,High,-40617.5,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2013,Qtr 4,1,November,VTT,Government,52243.0,17.8,29350.0,6457.0,58700.0,250,11,22893.0,43.82,20,29350.0,2935,High,22893.0,Excellent,High,High,Yes,Medium,Medium,GOV,Normal
Canada,2013,Qtr 4,1,December,Amarilla,Government,597408.0,336.0,462280.0,24892.0,622300.0,260,12,135128.0,22.62,350,462280.0,1778,Low,135128.0,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2013,Qtr 4,1,December,Carretera,Channel Partners,10569.12,11.64,2724.0,326.88,10896.0,3,12,7845.12,74.23,12,2724.0,908,Low,7845.120000000001,Excellent,High,Medium,Yes,Low,Low,CP,Normal
Canada,2013,Qtr 4,1,December,Montana,Government,10262.07,6.37,8055.0,1014.93,11277.0,5,12,2207.07,21.51,7,8055.0,1611,Medium,2207.07,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2013,Qtr 4,1,December,Paseo,Government,34238.0,19.0,18020.0,1802.0,36040.0,10,12,16218.0,47.37,20,18020.0,1802,Medium,16218.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2013,Qtr 4,1,December,Paseo,Midmarket,32280.0,15.0,21520.0,0.0,32280.0,10,12,10760.0,33.33,15,21520.0,2152,,10760.0,Excellent,High,High,Yes,Low,Low,MID,Normal
Canada,2013,Qtr 4,1,December,Velo,Enterprise,215550.0,112.5,229920.0,23950.0,239500.0,120,12,-14370.0,-6.67,125,229920.0,1916,High,-14370.0,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2013,Qtr 4,1,December,VTT,Small Business,686952.0,282.0,609000.0,43848.0,730800.0,250,12,77952.0,11.35,300,609000.0,2436,Medium,77952.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 1,1,January,Amarilla,Enterprise,180416.25,108.75,199080.0,26958.75,207375.0,260,1,-18663.75,-10.34,125,199080.0,1659,High,-18663.75,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 1,1,January,Carretera,Government,32370.0,20.0062,16185.0,0.0,32370.0,3,1,16185.0,50.0,20,16185.0,1618,,16185.0,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 1,1,January,Montana,Government,670477.5,300.9325,579150.0,109147.5,779625.0,5,1,91327.5,13.62,350,579150.0,2228,High,91327.5,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 1,1,January,Paseo,Government,28566.72,6.72,21255.0,1190.28,29757.0,10,1,7311.72,25.6,7,21255.0,4251,Low,7311.720000000001,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 1,1,January,Paseo,Small Business,233091.0,267.0,218250.0,28809.0,261900.0,10,1,14841.0,6.37,300,218250.0,873,High,14841.0,Low,High,High,Yes,High,High,SMB,Star
Canada,2014,Qtr 1,1,January,Velo,Midmarket,5126.4,13.35,3840.0,633.6,5760.0,120,1,1286.4,25.09,15,3840.0,384,High,1286.3999999999996,Excellent,High,Low,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 1,1,January,VTT,Channel Partners,36208.62,11.1617,9733.5,2725.38,38934.0,250,1,26475.12,73.12,12,9733.5,3244,Medium,26475.120000000003,Excellent,High,Very High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 1,1,February,Amarilla,Government,705600.0,315.0,582400.0,78400.0,784000.0,260,2,123200.0,17.46,350,582400.0,2240,High,123200.0,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 1,1,February,Carretera,Channel Partners,20687.16,10.68,5811.0,2556.84,23244.0,3,2,14876.16,71.91,12,5811.0,1937,High,14876.16,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 1,1,February,Montana,Government,3142.72,6.44,2440.0,273.28,3416.0,5,2,702.72,22.36,7,2440.0,488,Medium,702.7199999999998,Excellent,Medium,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 1,1,February,Paseo,Government,5840.0,20.0,2920.0,0.0,5840.0,10,2,2920.0,50.0,20,2920.0,292,,2920.0,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 1,1,February,Paseo,Midmarket,34736.1,14.7,23630.0,708.9,35445.0,10,2,11106.1,31.97,15,23630.0,2363,Low,11106.1,Excellent,High,High,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 1,1,February,Velo,Enterprise,111860.0,117.5,114240.0,7140.0,119000.0,120,2,-2380.0,-2.13,125,114240.0,952,Medium,-2380.0,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 1,1,February,VTT,Small Business,600300.0,300.0,500250.0,0.0,600300.0,250,2,100050.0,16.67,300,500250.0,2001,,100050.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 1,1,March,Amarilla,Small Business,229104.0,258.0,222000.0,37296.0,266400.0,260,3,7104.0,3.1,300,222000.0,888,High,7104.0,Low,High,Medium,Yes,High,High,SMB,Star
Canada,2014,Qtr 1,1,March,Carretera,Government,281053.5,304.5,239980.0,41996.5,323050.0,3,3,41073.5,14.61,350,239980.0,923,High,41073.5,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 1,1,March,Montana,Midmarket,28324.8,14.4,19670.0,1180.2,29505.0,5,3,8654.8,30.56,15,19670.0,1967,Low,8654.8,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 1,1,March,Paseo,Enterprise,215097.5,121.25,212880.0,6652.5,221750.0,10,3,2217.5,1.03,125,212880.0,1774,Low,2217.5,Low,High,Low,Yes,High,High,ENT,Star
Canada,2014,Qtr 1,1,March,Paseo,Government,41761.6,17.2,24280.0,6798.4,48560.0,10,3,17481.6,41.86,20,24280.0,2428,High,17481.6,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 1,1,March,Velo,Channel Partners,6601.92,11.04,1794.0,574.08,7176.0,120,3,4807.92,72.83,12,1794.0,598,Medium,4807.92,Excellent,High,Medium,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 1,1,March,VTT,Government,9189.18,6.93,6630.0,92.82,9282.0,250,3,2559.18,27.85,7,6630.0,1326,Low,2559.1800000000003,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,April,Amarilla,Channel Partners,38021.4,10.8015,10561.5,4224.6,42246.0,260,4,27459.9,72.22,12,10561.5,3520,High,27459.9,Excellent,High,Very High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 2,1,April,Carretera,Enterprise,90956.25,122.5825,89100.0,1856.25,92812.5,3,4,1856.25,2.04,125,89100.0,742,Low,1856.25,Low,High,Low,Yes,Medium,Medium,ENT,Normal
Canada,2014,Qtr 2,1,April,Montana,Small Business,1038082.5,273.0359,950625.0,102667.5,1140750.0,5,4,87457.5,8.42,300,950625.0,3802,Medium,87457.5,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 2,1,April,Paseo,Government,4301.85,5.95,3615.0,759.15,5061.0,10,4,686.85,15.97,7,3615.0,723,High,686.8500000000004,Good,Medium,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,April,Paseo,Midmarket,20578.5,12.75,16140.0,3631.5,24210.0,10,4,4438.5,21.57,15,16140.0,1614,High,4438.5,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 2,1,April,Velo,Government,74699.7,19.4025,38505.0,2310.3,77010.0,120,4,36194.7,48.45,20,38505.0,3850,Low,36194.7,Excellent,High,Very High,Yes,Medium,Medium,GOV,Normal
Canada,2014,Qtr 2,1,April,VTT,Government,326922.75,346.3165,245310.0,3302.25,330225.0,250,4,81612.75,24.96,350,245310.0,944,Low,81612.75,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 2,1,May,Amarilla,Enterprise,191231.25,116.25,197400.0,14393.75,205625.0,260,5,-6168.75,-3.23,125,197400.0,1645,Medium,-6168.75,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 2,1,May,Carretera,Government,16121.4,19.4,8310.0,498.6,16620.0,3,5,7811.4,48.45,20,8310.0,831,Low,7811.4,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,May,Montana,Government,60200.0,301.0,52000.0,9800.0,70000.0,5,5,8200.0,13.62,350,52000.0,200,High,8200.0,Good,High,Medium,Yes,Medium,Medium,GOV,Normal
Canada,2014,Qtr 2,1,May,Paseo,Government,1655.08,6.44,1285.0,143.92,1799.0,10,5,370.08,22.36,7,1285.0,257,Medium,370.0799999999999,Excellent,Low,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,May,Paseo,Small Business,474858.0,279.0,425500.0,35742.0,510600.0,10,5,49358.0,10.39,300,425500.0,1702,Medium,49358.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 2,1,May,Velo,Midmarket,17604.9,13.95,12620.0,1325.1,18930.0,120,5,4984.9,28.32,15,12620.0,1262,Medium,4984.9000000000015,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 2,1,May,VTT,Channel Partners,22271.04,10.56,6327.0,3036.96,25308.0,250,5,15944.04,71.59,12,6327.0,2109,High,15944.04,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 2,1,June,Amarilla,Government,20416.05,11.0776,12755.0,1688.95,22105.0,520,12,7661.05,37.52,27,12755.0,1843,Medium,7661.049999999999,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,June,Carretera,Midmarket,40100.4,14.1,28440.0,2559.6,42660.0,3,6,11660.4,29.08,15,28440.0,2844,Medium,11660.4,Excellent,High,High,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 2,1,June,Carretera,Small Business,298662.0,273.0,273500.0,29538.0,328200.0,3,6,25162.0,8.42,300,273500.0,1094,Medium,25162.0,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 2,1,June,Montana,Channel Partners,30216.0,12.0,7554.0,0.0,30216.0,5,6,22662.0,75.0,12,7554.0,2518,,22662.0,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 2,1,June,Montana,Government,13027.2,18.4,7080.0,1132.8,14160.0,5,6,5947.2,45.65,20,7080.0,708,Medium,5947.200000000001,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,June,Paseo,Channel Partners,30216.0,12.0,7554.0,0.0,30216.0,10,6,22662.0,75.0,12,7554.0,2518,,22662.0,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 2,1,June,Paseo,Enterprise,172151.25,108.75,189960.0,25723.75,197875.0,10,6,-17808.75,-10.34,125,189960.0,1583,High,-17808.75,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 2,1,June,Paseo,Government,801444.0,304.5,684320.0,119756.0,921200.0,10,6,117124.0,14.61,350,684320.0,2632,High,117124.0,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 2,1,June,Paseo,Small Business,298662.0,273.0,273500.0,29538.0,328200.0,10,6,25162.0,8.42,300,273500.0,1094,Medium,25162.0,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 2,1,June,Velo,Government,801444.0,304.5,684320.0,119756.0,921200.0,120,6,117124.0,14.61,350,684320.0,2632,High,117124.0,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 2,1,June,Velo,Government,7388.85,6.51,5675.0,556.15,7945.0,120,6,1713.85,23.2,7,5675.0,1135,Medium,1713.8500000000004,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 2,1,June,VTT,Enterprise,172151.25,108.75,189960.0,25723.75,197875.0,250,6,-17808.75,-10.34,125,189960.0,1583,High,-17808.75,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 2,1,June,VTT,Midmarket,40100.4,14.1,28440.0,2559.6,42660.0,250,6,11660.4,29.08,15,28440.0,2844,Medium,11660.4,Excellent,High,High,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 3,1,July,Amarilla,Midmarket,22256.325,13.6542,16305.0,2201.175,24457.5,260,7,5951.325,26.74,15,16305.0,1630,Medium,5951.325000000001,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 3,1,July,Carretera,Government,5217.03,6.37,4095.0,515.97,5733.0,3,7,1122.03,21.51,7,4095.0,819,Medium,1122.0299999999995,Excellent,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,July,Montana,Enterprise,333187.5,124.9766,319860.0,0.0,333187.5,5,7,13327.5,4.0,125,319860.0,2666,,13327.5,Low,High,High,Yes,High,High,ENT,Star
Canada,2014,Qtr 3,1,July,Paseo,Channel Partners,42997.68,10.68,12078.0,5314.32,48312.0,10,7,30919.68,71.91,12,12078.0,4026,High,30919.68,Excellent,High,Very High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 3,1,July,Paseo,Government,655551.75,311.574,547170.0,81023.25,736575.0,10,7,108381.75,16.53,350,547170.0,2104,High,108381.75,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 3,1,July,Velo,Small Business,1035625.5,272.964,948375.0,102424.5,1138050.0,120,7,87250.5,8.42,300,948375.0,3794,Medium,87250.5,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 3,1,July,VTT,Government,14713.5,16.9902,8655.0,2596.5,17310.0,250,7,6058.5,41.18,20,8655.0,866,High,6058.5,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,August,Amarilla,Government,183540.0,332.5,143520.0,9660.0,193200.0,260,8,40020.0,21.8,350,143520.0,552,Medium,40020.0,Excellent,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 3,1,August,Carretera,Channel Partners,21025.44,11.16,5652.0,1582.56,22608.0,3,8,15373.44,73.12,12,5652.0,1884,Medium,15373.44,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 3,1,August,Montana,Government,12681.9,6.93,9150.0,128.1,12810.0,5,8,3531.9,27.85,7,9150.0,1830,Low,3531.9,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,August,Paseo,Government,42613.2,17.8,23940.0,5266.8,47880.0,10,8,18673.2,43.82,20,23940.0,2394,High,18673.2,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,August,Paseo,Midmarket,32627.25,12.75,25590.0,5757.75,38385.0,10,8,7037.25,21.57,15,25590.0,2559,High,7037.25,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 3,1,August,Velo,Enterprise,114221.25,123.75,110760.0,1153.75,115375.0,120,8,3461.25,3.03,125,110760.0,923,Low,3461.25,Low,High,Medium,Yes,High,High,ENT,Star
Canada,2014,Qtr 3,1,August,VTT,Small Business,545334.0,291.0,468500.0,16866.0,562200.0,250,8,76834.0,14.09,300,468500.0,1874,Low,76834.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 3,1,September,Amarilla,Government,222705.0,315.0,183820.0,24745.0,247450.0,260,9,38885.0,17.46,350,183820.0,707,High,38885.0,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 3,1,September,Carretera,Channel Partners,17166.6,11.88,4335.0,173.4,17340.0,3,9,12831.6,74.75,12,4335.0,1445,Low,12831.6,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 3,1,September,Montana,Government,2335.76,6.02,1940.0,380.24,2716.0,5,9,395.76,16.94,7,1940.0,388,High,395.7600000000002,Good,Low,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,September,Paseo,Government,39820.8,19.2,20740.0,1659.2,41480.0,10,9,19080.8,47.92,20,20740.0,2074,Low,19080.800000000003,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 3,1,September,Paseo,Midmarket,3139.2,14.4,2180.0,130.8,3270.0,10,9,959.2,30.56,15,2180.0,218,Low,959.1999999999998,Excellent,Medium,Low,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 3,1,September,Velo,Enterprise,64496.25,113.75,68040.0,6378.75,70875.0,120,9,-3543.75,-5.49,125,68040.0,567,Medium,-3543.75,Loss,Low,Low,No,Medium,Medium,ENT,Problem
Canada,2014,Qtr 3,1,September,VTT,Small Business,588984.0,276.0,533500.0,51216.0,640200.0,250,9,55484.0,9.42,300,533500.0,2134,Medium,55484.0,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,October,Amarilla,Government,16841.44,6.16,13670.0,2296.56,19138.0,260,10,3171.44,18.83,7,13670.0,2734,High,3171.4399999999987,Good,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,October,Amarilla,Government,404176.5,318.5,329940.0,39973.5,444150.0,260,10,74236.5,18.37,350,329940.0,1269,Medium,74236.5,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 4,1,October,Carretera,Channel Partners,15229.2,11.76,3885.0,310.8,15540.0,3,10,11344.2,74.49,12,3885.0,1295,Low,11344.2,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 4,1,October,Carretera,Small Business,385968.0,258.0,374000.0,62832.0,448800.0,3,10,11968.0,3.1,300,374000.0,1496,High,11968.0,Low,High,High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,October,Montana,Government,38574.04,9.6847,26160.0,5543.96,44118.0,10,20,12414.04,32.18,27,26160.0,3983,High,12414.04,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,October,Paseo,Channel Partners,15229.2,11.76,3885.0,310.8,15540.0,10,10,11344.2,74.49,12,3885.0,1295,Low,11344.2,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 4,1,October,Paseo,Enterprise,243591.25,121.25,241080.0,7533.75,251125.0,10,10,2511.25,1.03,125,241080.0,2009,Low,2511.25,Low,High,Low,Yes,High,High,ENT,Star
Canada,2014,Qtr 4,1,October,Paseo,Government,21732.6,17.4,12490.0,3247.4,24980.0,10,10,9242.6,42.53,20,12490.0,1249,High,9242.6,Excellent,High,Medium,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,October,Paseo,Midmarket,20423.25,13.05,15650.0,3051.75,23475.0,10,10,4773.25,23.37,15,15650.0,1565,High,4773.25,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 4,1,October,Velo,Enterprise,243591.25,121.25,241080.0,7533.75,251125.0,120,10,2511.25,1.03,125,241080.0,2009,Low,2511.25,Low,High,Low,Yes,High,High,ENT,Star
Canada,2014,Qtr 4,1,October,Velo,Government,404176.5,318.5,329940.0,39973.5,444150.0,120,10,74236.5,18.37,350,329940.0,1269,Medium,74236.5,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 4,1,October,VTT,Midmarket,20423.25,13.05,15650.0,3051.75,23475.0,250,10,4773.25,23.37,15,15650.0,1565,High,4773.25,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 4,1,October,VTT,Small Business,385968.0,258.0,374000.0,62832.0,448800.0,250,10,11968.0,3.1,300,374000.0,1496,High,11968.0,Low,High,High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,November,Amarilla,Government,20794.8,18.6,11180.0,1565.2,22360.0,260,11,9614.8,46.24,20,11180.0,1118,Medium,9614.8,Excellent,High,High,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,November,Carretera,Midmarket,35494.8,13.2,26890.0,4840.2,40335.0,3,11,8604.8,24.24,15,26890.0,2689,High,8604.800000000003,Excellent,High,Medium,Yes,Low,Low,MID,Normal
Canada,2014,Qtr 4,1,November,Montana,Channel Partners,25345.32,10.92,6963.0,2506.68,27852.0,5,11,18382.32,72.53,12,6963.0,2321,Medium,18382.32,Excellent,High,High,Yes,Low,Low,CP,Normal
Canada,2014,Qtr 4,1,November,Paseo,Government,210700.0,301.0,182000.0,34300.0,245000.0,10,11,28700.0,13.62,350,182000.0,700,High,28700.0,Good,High,Very High,Yes,High,High,GOV,Star
Canada,2014,Qtr 4,1,November,Paseo,Small Business,364722.0,267.0,341500.0,45078.0,409800.0,10,11,23222.0,6.37,300,341500.0,1366,High,23222.0,Low,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,November,Velo,Government,11263.84,6.23,9040.0,1392.16,12656.0,120,11,2223.84,19.74,7,9040.0,1808,High,2223.84,Good,High,Low,Yes,Low,Low,GOV,Normal
Canada,2014,Qtr 4,1,November,VTT,Enterprise,284512.5,112.5,303480.0,31612.5,316125.0,250,11,-18967.5,-6.67,125,303480.0,2529,High,-18967.5,Loss,Low,Low,No,High,High,ENT,Problem
Canada,2014,Qtr 4,1,December,Amarilla,Small Business,563304.0,294.0,479000.0,11496.0,574800.0,260,12,84304.0,14.97,300,479000.0,1916,Low,84304.0,Good,High,Very High,Yes,High,High,SMB,Star
Canada,2014,Qtr 4,1,December,Carretera,Government,978236.0,343.0,741520.0,19964.0,998200.0,3,12,236716.0,24.2,350,741520.0,2852,Low,236716.0,Excellent,High,Very High,Yes,High,High,GOV,Star
